wn_calc,gA_calc,upper_lev_id,lower_lev_id
20.0049,18930000,468,60
14.9057,15300000,468,74
20.2244,10860000,468,58
24.2686,22420000,472,28
24.0877,12640000,472,30
24.5042,513300000,78,83
23.8679,418200000,78,84
23.3007,278100000,78,87
22.3199,258800000,78,89
23.4846,143500000,78,86
22.279,80100000,78,90
24.5537,62460000,78,82
20.5463,44150000,78,96
21.7052,37660000,78,93
22.083,33640000,78,92
21.4269,24030000,78,94
17.9872,18590000,78,100
18.2956,15950000,78,99
23.256,27010000,474,37
23.8326,20720000,474,33
29.7404,135900000,484,9
28.8226,71520000,484,11
31.0147,10860000,484,6
30.2886,10320000,484,8
30.1481,45500000,475,8
28.6821,38360000,475,11
30.8742,21980000,475,6
21.8429,28510000,477,50
22.6472,17090000,477,43
20.7797,15250000,477,57
23.3253,64390000,476,37
21.8301,21850000,476,50
22.6034,12790000,476,44
17.7068,12240000,476,73
23.9019,11210000,476,33
20.2447,15070000,479,60
30.2353,24630000,480,8
24.4767,50770000,481,28
